,frame,PathIDX,seconds,gaze_vis_x,gaze_vis_y,gaze_x_recal,gaze_y_recal,target_vis_x,target_vis_y
0,0,99,0.0,2.72402,5.25017,3.764673716740456,4.379303672236451,-10.27604,5.088581
1,1,99,0.016000000000076398,2.730494,5.255955,3.771970623920761,4.386131363384583,-10.30001,5.075614
2,2,99,0.0340000000001055,1.968171,3.023118,2.73556146107865,1.8333941903543325,-10.26913,5.050731
3,3,99,0.0500000000001819,1.999142,3.06247,2.7718026200041317,1.879217791800198,-10.20185,4.989195
4,4,99,0.06700000000000728,2.000321,3.02297,2.7685005362075286,1.834755738616721,-10.21975,4.915719
5,10,99,0.1670000000001437,-9.670157,4.919924,-8.977927684605207,3.4179072895291878,-10.27688,4.881438
6,11,99,0.19900000000006912,-9.662209,4.964398,-8.964701795830518,3.4684091226052542,-10.25645,4.886909
7,12,99,0.21600000000012187,-9.488059,5.289828,-8.749024021979416,3.843460681636934,-10.29978,4.881747
8,13,99,0.23300000000017462,-9.455048,5.204561,-8.724922392669582,3.7489305980269663,-10.2712,4.866237
9,14,99,0.25700000000006185,-9.681667,5.619425,-8.909847814133444,4.205726098001468,-10.25184,4.934668
10,15,99,0.2740000000001146,-9.563219,5.402699,-8.813179098884214,3.9670979079853845,-10.29802,5.01511
11,16,99,0.2920000000001437,-9.508489,5.29816,-8.769014726710916,3.8518799796636074,-10.3324,5.118833
12,17,99,0.3079999999999927,-9.806343,5.468709,-9.054860122243412,4.029936197207033,-10.42299,5.223203
13,18,99,0.3250000000000455,-9.847362,5.469475,-9.096819964837696,4.028849544483222,-10.461,5.293385
14,19,99,0.3430000000000746,-9.911181,5.846611,-9.119172405262145,4.450863264071703,-10.56601,5.358084
15,20,99,0.36000000000012733,-9.925611,5.835879,-9.135189678129214,4.438081890252727,-10.66278,5.335687
16,21,99,0.3760000000002037,-10.07559,6.014204,-9.268564993122586,4.631931673017294,-10.74619,5.347857
17,22,99,0.39400000000000546,-10.02608,6.00385,-9.21899617428413,4.622615907315013,-10.86418,5.383796
18,23,99,0.41000000000008185,-10.18368,5.890067,-9.393540355846,4.486885849359482,-10.97062,5.381044
19,24,99,0.4270000000001346,-10.19559,5.850119,-9.410310729454759,4.4412966556909765,-11.05201,5.414917
20,25,99,0.44400000000018736,-10.31341,5.925069,-9.522525588722845,4.520167402604232,-11.07226,5.40736
21,26,99,0.4600000000000364,-10.38244,5.988167,-9.586080740753983,4.58799984967365,-10.92657,5.356074
22,27,99,0.47700000000008913,-10.3952,6.017243,-9.595840336011207,4.620163093596343,-10.95439,5.414021
23,28,99,0.4940000000001419,-10.85537,6.096192,-10.058530986775239,4.687266203351937,-11.10255,5.338767
24,29,99,0.5099999999999909,-10.21448,5.686141,-9.44839949720778,4.255588810075358,-11.07719,5.199592
25,30,99,0.5270000000000437,-10.29982,5.938612,-9.507048376282237,4.536076955317335,-10.86476,5.161501
26,31,99,0.54300000000012,-11.99616,8.643121,-10.937077159850581,7.503527391488644,-11.01699,5.136868
27,32,99,0.5610000000001492,-12.13192,8.558567,-11.085896069704472,7.401777833286557,-10.95842,5.129718
28,33,99,0.6070000000001983,-11.26611,5.02389,-10.602017764045566,3.459212594014372,-11.07495,5.198282
29,34,99,0.6159999999999854,-10.72076,4.959219,-10.05038126246919,3.412250665101908,-10.83733,5.233821
30,35,99,0.6330000000000382,-10.72361,4.98966,-10.049826547623809,3.4464234220142584,-10.61061,5.197079
31,36,99,0.6490000000001146,-10.75626,5.007125,-10.081300669769405,3.464555065414676,-10.67989,5.159883
32,37,99,0.6740000000002055,-10.29605,4.975408,-9.613175432229072,3.450686235115046,-10.6928,5.115926
33,38,99,0.6920000000000073,-10.29175,4.904663,-9.61684624862601,3.3711581672675974,-10.67975,5.083683
34,39,99,0.7080000000000837,-10.10799,4.838778,-9.436003160879729,3.3056387057064303,-10.61357,5.075074
35,40,99,0.7250000000001364,-10.07538,4.859142,-9.400250218302888,3.330139976685466,-10.62189,5.063262
36,41,99,0.7409999999999854,-10.66218,5.416494,-9.93811490701277,3.9304029022908544,-10.57891,5.097808
37,42,99,0.7580000000000382,-10.73056,5.419425,-10.007874440046761,3.930455602049612,-10.52759,5.104007
38,43,99,0.775000000000091,-10.743,5.342238,-10.029440549425356,3.8428713511864796,-10.48069,5.143954
39,44,99,0.7910000000001673,-10.67515,5.347437,-9.959295910511102,3.851956295672287,-10.47024,5.126713
40,45,99,0.8079999999999927,-10.56159,5.279703,-9.850623826385517,3.7810157608135695,-10.4166,5.109879
41,46,99,0.8250000000000455,-10.54425,5.360122,-9.82366580461775,3.872475543386088,-10.44557,5.140397
42,47,99,0.8480000000001837,-10.37428,5.321892,-9.653800402297634,3.8374688369119205,-10.49004,5.14535
43,48,99,0.859000000000151,-10.38907,5.363096,-9.664255950193663,3.8832043259197517,-10.52387,5.167702
44,49,99,0.8790000000001328,-10.58408,5.346764,-9.866019707878925,3.8555270931442616,-10.51607,5.203153
45,50,99,0.8940000000000055,-10.62168,5.309053,-9.908868659316607,3.811237835058913,-10.5446,5.184389
46,51,99,0.9110000000000582,-10.57384,5.329291,-9.857518300733261,3.8363211043584444,-10.53388,5.172597
47,52,99,0.9260000000001583,-10.55253,5.325131,-9.836149120096028,3.832645652926672,-10.52271,5.177728
48,53,99,0.9440000000001874,-10.65772,5.354312,-9.94064387400602,3.860533288530359,-10.49431,5.177239
49,54,99,0.9600000000000364,-10.54163,5.282388,-9.82985683519233,3.7849907253048993,-10.51663,5.161683
50,55,99,0.9760000000001128,-10.96397,5.405093,-10.248772469321413,3.903206986866339,-10.55828,5.188165
51,56,99,0.9930000000001655,-10.83931,5.358052,-10.126359112126242,3.8561159745567917,-10.5079,5.146473
52,57,99,1.0090000000000146,-10.74197,5.511024,-10.009110476123244,4.033148976974058,-10.54253,5.157744
53,58,99,1.0270000000000437,-10.71149,5.483779,-9.980977565936652,4.0038917195689585,-10.55422,5.129687
54,59,99,1.04300000000012,-10.68461,5.349409,-9.96876787598969,3.8537291090541137,-10.58886,5.130558
55,60,99,1.0600000000001728,-10.65548,5.404003,-9.932673333282642,3.9166435444733176,-10.60041,5.174234
56,61,99,1.0760000000000218,-10.77009,5.407686,-10.04973594337835,3.915346091845996,-10.60664,5.122453
57,62,99,1.0930000000000746,-10.77865,5.389126,-10.060629966020171,3.8940212935313196,-10.61794,5.131985
58,63,99,1.109000000000151,-10.45395,5.225936,-9.746425212490154,3.725535175309112,-10.65012,5.130977
59,64,99,1.12700000000018,-10.48775,5.266814,-9.77640455351308,3.7699995496220184,-10.64574,5.132645
60,65,99,1.143000000000029,-10.78445,5.209069,-10.087136693681884,3.6908140372329994,-10.64552,5.14407
61,66,99,1.1620000000000346,-10.81581,5.068401,-10.135346225923099,3.530784705942767,-10.65204,5.264324
62,67,99,1.1790000000000873,-10.08998,4.998576,-9.39929378257987,3.486593688402971,-10.64403,5.338847
63,68,99,1.1970000000001164,-10.1121,4.994415,-9.422443472810869,3.480852529782127,-10.62196,5.245173
64,69,99,1.20900000000006,-10.10693,4.835904,-9.435244779408574,3.3024499816437833,-10.60879,5.261921
65,70,99,1.2270000000000891,-10.12958,4.897343,-9.451446667432938,3.3706174860625007,-10.59438,5.282966
66,71,99,1.2430000000001655,-10.2628,5.011153,-9.575010036223588,3.4925529407526605,-10.55912,5.241694
67,72,99,1.259999999999991,-10.2729,5.009085,-9.585599387460082,3.4897420860350534,-10.55089,5.210726
68,73,99,1.2760000000000673,-10.16719,4.906507,-9.488953052609752,3.3791577770612538,-10.5573,5.154906
69,74,99,1.2950000000000728,-10.14033,4.869722,-9.465620298343394,3.3389764651161906,-10.55177,5.148575
70,75,99,1.3090000000001965,-10.75906,5.196411,-10.062555646338742,3.677754950937649,-10.56379,5.177776
71,76,99,1.3269999999999982,-10.76618,5.156662,-10.07439321384181,3.6326177458833513,-10.58289,5.196242
72,77,99,1.3430000000000746,-14.64101,7.64249,-13.762496998172107,6.250044534858252,-10.59484,5.258592
73,78,99,1.3610000000001037,-14.6566,7.627886,-13.78014550830091,6.232844115929949,-10.62929,5.308719
74,79,99,1.3760000000002037,-2.144657,3.362775,-1.4415853742220008,2.0206853200751183,-10.64928,5.423575
75,80,99,1.3920000000000528,-2.171686,3.307936,-1.4755542238659929,1.9575946372986657,-10.68817,5.551521
76,81,99,1.4090000000001055,8.890468,-0.5913422,9.41864751741873,-1.9111759987090882,-10.70334,5.677058
77,82,99,1.4260000000001583,9.091606,-0.462649,9.639523809987432,-1.756571826899052,-10.18991,5.625561
78,83,99,1.44600000000014,9.140812,-1.384491,9.584695068174277,-2.7931859554348484,-11.12152,5.088204
79,84,99,1.4600000000000364,8.643492,-0.3590815,9.192002664780144,-1.6611495505916278,-10.90911,5.638532
80,85,99,1.4760000000001128,8.564039,-0.1236617,9.137441233279638,-1.3995989418392834,-10.48133,5.559325
81,86,99,1.4930000000001655,8.506877,-0.3227825,9.056107939128779,-1.6267335256822455,-10.68481,5.498872
82,87,99,1.5090000000000146,8.512128,-0.0871933,9.088393316083968,-1.3609653281350975,-10.67512,5.609374
83,88,99,1.5260000000000673,8.617332,-0.07672066,9.197430606060719,-1.3441610390834304,-10.77537,5.600834
84,89,99,1.5420000000001437,8.332139,-0.2140643,8.88940429593339,-1.5125104232024746,-10.64279,5.662907
85,90,99,1.5590000000001965,8.343479,-0.2008343,8.902539360062606,-1.4970605949218547,-10.70845,5.620079
86,91,99,1.578000000000202,8.378093,-0.3042305,8.926213939847761,-1.611946817970411,-10.72593,5.634822
87,92,99,1.594000000000051,8.357761,-0.2774902,8.908425798787643,-1.582775961169145,-10.7004,5.648918
88,93,99,1.609000000000151,8.269434,-0.2111888,8.825455693046456,-1.512250495414351,-10.73271,5.594345
89,94,99,1.6260000000002037,8.27106,-0.2139826,8.826803422014951,-1.5153219242564733,-10.71741,5.555377
90,95,99,1.6420000000000528,7.463397,0.4078822,8.069905805682152,-0.8528498686161314,-10.75916,5.583849
91,96,99,1.6600000000000819,7.457915,0.4094226,8.064462279718292,-0.8513743793191237,-10.66771,5.602043
92,97,99,1.6760000000001583,6.055944,2.109216,6.821450181558642,0.9977146087569717,-10.7242,5.617077
93,98,99,1.6929999999999836,6.153934,2.114128,6.9224576335622015,1.0079088912700742,-10.7768,5.634192
94,99,99,1.70900000000006,-9.603361,5.521966,-8.840707920312425,4.099608375073241,-10.73379,5.651057
95,100,99,1.7270000000000891,-9.7076,5.554042,-8.943897243409312,4.130804001731193,-10.71591,5.600412
96,101,99,1.7430000000001655,-9.467167,5.179792,-8.740173663698801,3.7204388169756095,-10.72918,5.546489
97,102,99,1.759999999999991,-9.488839,5.170196,-8.76348476419759,3.708593490191708,-10.7194,5.519053
98,103,99,1.7760000000000673,-9.432487,5.255516,-8.695977079622514,3.8074314551375696,-10.76343,5.531045
99,104,99,1.79300000000012,-9.430929,5.250335,-8.694971657913804,3.8016663225699796,-10.78508,5.525149
100,105,99,1.8110000000001492,-9.348083,5.208779,-8.61479419456275,3.758769368961561,-10.76585,5.506877
101,106,99,1.8260000000000218,-9.344481,5.213462,-8.61056712737008,3.7642185320005446,-10.78924,5.489581
102,107,99,1.8430000000000746,-9.401381,5.244941,-8.66529887164738,3.7969917220902607,-10.7453,5.510359
103,108,99,1.8600000000001273,-9.42075,5.237644,-8.685986707016898,3.7878469417352516,-10.76395,5.493613
104,109,99,1.8760000000002037,-9.445012,5.127963,-8.723381786097177,3.6630786406077807,-10.74877,5.473729
105,110,99,1.893000000000029,-9.435831,5.092096,-8.71806640118725,3.6230915256024323,-10.74175,5.448667
106,111,99,1.9090000000001055,-9.506885,5.109494,-8.788914933015528,3.639322003683806,-10.74587,5.450979
107,112,99,1.9260000000001583,-9.479802,5.088049,-8.76360186112015,3.616440094343754,-10.75283,5.467382
108,113,99,1.9429999999999836,-11.44382,8.139568,-10.428392864568163,6.962259955626871,-10.77158,5.449677
109,114,99,1.9600000000000364,-11.41354,8.107604,-10.401003847015952,6.927674686376667,-10.74292,5.440967
110,115,99,1.9760000000001128,-10.10477,5.18091,-9.393633211935079,3.691388406269998,-10.77888,5.480632
111,116,99,1.9940000000001419,-10.06917,5.201592,-9.354778998849232,3.7163902150860553,-10.75642,5.464613
112,117,99,2.009999999999991,-10.77004,5.300399,-10.061936160262535,3.7944316722758256,-10.77936,5.429713
113,118,99,2.0270000000000437,-10.76302,5.299212,-10.054875721864796,3.7934275927135532,-10.78601,5.432933
114,119,99,2.0440000000000964,-10.67109,5.296758,-9.960921338190367,3.7950320137911993,-10.75961,5.385754
115,120,99,2.060000000000173,-10.67425,5.327567,-9.960642371624775,3.8296047848012957,-10.76373,5.387201
116,121,99,2.076999999999998,-10.64949,5.263711,-9.942553593040625,3.758813528854705,-10.78154,5.369424
117,122,99,2.117000000000189,-10.63957,5.173047,-9.942738139261895,3.6571031050332863,-10.75697,5.332376
118,123,99,2.1310000000000855,-10.68403,5.125952,-9.993690656751378,3.6019115872506635,-10.77745,5.306008
119,124,99,2.143000000000029,-10.71105,5.138708,-10.019931375984038,3.6150036363966898,-10.77674,5.3036
120,125,99,2.160000000000082,-10.72646,5.166942,-10.03250355556839,3.646091936206515,-10.77724,5.304596
121,126,99,2.1820000000000164,-10.60309,5.342067,-9.886042640481072,3.849329684328004,-10.76704,5.271411
122,127,99,2.199000000000069,-10.62398,5.355268,-9.905948869255978,3.863214675124996,-10.77899,5.223949
123,128,99,2.2150000000001455,-10.65453,5.193608,-9.955725243868189,3.67956501506821,-10.77801,5.204892
124,129,99,2.2330000000001746,-10.62988,5.190254,-9.930840292098297,3.676956735586913,-10.79836,5.185034
125,130,99,2.2490000000000236,-10.53913,5.019357,-9.857330573764616,3.488662975059394,-10.82185,5.216978
126,131,99,2.2660000000000764,-10.49962,5.015398,-9.817282180255624,3.4860792523876247,-10.87524,5.291253
127,132,99,2.283000000000129,-10.62461,4.862082,-9.962913263017594,3.3073441192694206,-10.86506,5.29315
128,133,99,2.3010000000001583,-10.44932,4.885357,-9.780571025582228,3.341908942845243,-10.88412,5.297146
129,134,99,2.3179999999999836,-10.44835,4.884575,-9.77966600768973,3.3410737091244957,-10.89321,5.308646
130,135,99,2.33400000000006,-10.64552,5.143863,-9.95216992219508,3.6239287026826617,-10.92244,5.306739
131,136,99,2.3510000000001128,-10.67558,5.060718,-9.992478115858743,3.5287919228790257,-10.88609,5.273193
132,137,99,2.3680000000001655,-10.74266,5.010702,-10.066951258343273,3.469233007667385,-10.90064,5.250453
133,138,99,2.3840000000000146,-10.7197,4.976567,-10.047313661490257,3.4318529544736167,-10.91516,5.218347
134,139,99,2.4010000000000673,-10.82913,4.991924,-10.157733318890296,3.4439588203127682,-10.90731,5.251124
135,140,99,2.41800000000012,-10.81072,5.018113,-10.135871182664609,3.474350061159794,-10.87521,5.222981
136,141,99,2.435000000000173,-10.73435,5.099181,-10.04832921269334,3.569347467706816,-10.88956,5.222411
137,142,99,2.451000000000022,-10.73633,5.107076,-10.049457292652765,3.578151327168185,-10.87354,5.215353
138,143,99,2.4680000000000746,-10.74147,5.131238,-10.051967006881434,3.605138534369825,-10.89352,5.150129
139,144,99,2.484000000000151,-10.68498,4.885731,-10.02209613206812,3.3311276248282713,-10.89642,5.13131
140,145,99,2.5010000000002037,-10.80171,4.949025,-10.134524704475771,3.3969134039586617,-10.88536,5.109607
141,146,99,2.518000000000029,-10.83743,4.883598,-10.178611510820078,3.3214764624158093,-10.89225,5.120495
