,frame,PathIDX,seconds,gaze_vis_x,gaze_vis_y,gaze_x_recal,gaze_y_recal,target_vis_x,target_vis_y
0,0,99,0.0,-21.39546,-11.34139,-28.284622339526674,-14.312928807184953,-33.87889,21.10804
1,1,99,0.016000000000076398,-21.42431,-11.30605,-28.342817757687776,-14.282890570035253,-33.88061,21.08183
2,2,99,0.03300000000012915,-21.22541,-11.20254,-28.14718129809525,-14.182116438754381,-33.86755,21.07736
3,3,99,0.05300000000011096,-21.2171,-11.28712,-28.086359720957656,-14.25674932801586,-33.88904,21.11028
4,4,99,0.06600000000003092,-21.43301,-11.22928,-28.39951816623524,-14.215201421002906,-33.91897,21.13968
5,5,99,0.08200000000010732,-21.46368,-11.25026,-28.42671278754114,-14.235191555633548,-33.91378,21.10481
6,6,99,0.09900000000016007,-21.08097,-11.25127,-27.931740600489256,-14.218811525320763,-33.9132,21.14405
7,7,99,0.11599999999998545,-21.04609,-11.20226,-27.91570654588519,-14.173773528875461,-33.87748,21.14557
8,8,99,0.1330000000000382,-21.33009,-11.18123,-28.295023444452195,-14.167943419653806,-33.89296,21.09189
9,9,99,0.1510000000000673,-21.33911,-11.23043,-28.27753975884491,-14.211982579831012,-33.92836,21.02716
10,10,99,0.1670000000001437,-21.0613,-11.17498,-27.95150918752402,-14.150267417764404,-33.92426,21.09938
11,11,99,0.18399999999996908,-21.08752,-11.24475,-27.944062749301803,-14.213325069852775,-33.85618,21.16008
12,12,99,0.20100000000002183,-21.04359,-11.15126,-27.94267851706248,-14.128432392461022,-33.86509,21.17459
13,13,99,0.21800000000007458,-21.03585,-11.16099,-27.926918247782773,-14.13671185218747,-33.90131,21.13694
14,14,99,0.23500000000012733,-21.07462,-11.18743,-27.9613428961934,-14.161909712010694,-33.86242,21.1229
15,15,99,0.25099999999997635,-21.09895,-11.13997,-28.020876778884308,-14.120919070784542,-33.83852,21.13795
16,16,99,0.2680000000000291,-21.04844,-11.08619,-27.987477046452558,-14.070945353137322,-33.80774,21.11473
17,17,99,0.28500000000008185,-21.08321,-11.09931,-28.024622502065522,-14.084150087009586,-33.7766,21.04173
18,18,99,0.3020000000001346,-21.12028,-11.23724,-27.990828506014214,-14.208143786538276,-33.64733,21.00593
19,19,99,0.31799999999998363,-21.10334,-11.16987,-28.008841346436963,-14.147633428346843,-33.63326,21.08204
20,20,99,0.3350000000000364,-21.09969,-11.19453,-27.9895231126532,-14.169337871554053,-33.63158,20.99203
21,21,99,0.3510000000001128,-21.10312,-11.2366,-27.969040695630632,-14.206801604609016,-33.59999,21.02352
22,22,99,0.36800000000016553,-21.04396,-11.17606,-27.928470301108174,-14.15044245662823,-33.55057,21.03004
23,23,99,0.3849999999999909,-21.06538,-11.11694,-27.99114999653172,-14.098980028955136,-33.53615,21.01567
24,24,99,0.40200000000004366,-21.01167,-11.19531,-27.875359433116444,-14.166056329854833,-33.57708,20.95737
25,25,99,0.4190000000000964,-21.02288,-11.20495,-27.88413154075564,-14.175111387780557,-33.5562,20.967
26,26,99,0.43600000000014916,-21.01185,-11.211,-27.86630057980304,-14.17997880404058,-33.55138,20.96727
27,27,99,0.4519999999999982,-20.98862,-11.16713,-27.86227184206618,-14.140024996309108,-33.59751,20.9461
28,28,99,0.46900000000005093,-21.04728,-11.15107,-27.94755767094771,-14.12843046344042,-33.63464,20.96963
29,29,99,0.48500000000012733,-21.01254,-11.18598,-27.88200835468391,-14.157821486416278,-33.64901,20.957
30,30,99,0.5030000000001564,-21.04534,-11.18217,-27.9266347002232,-14.155923276466428,-33.72385,20.96809
31,31,99,0.5190000000000055,-20.96687,-11.25057,-27.784763938736848,-14.213040211809073,-33.7268,20.97295
32,32,99,0.5360000000000582,-21.03173,-11.25527,-27.8657650074401,-14.220136122684043,-33.74253,21.02637
33,33,99,0.5520000000001346,-21.00564,-11.21161,-27.85791744293189,-14.180239447185684,-33.73318,21.00367
34,34,99,0.56899999999996,-20.99512,-11.23786,-27.828783162072213,-14.203043833333563,-33.71895,21.04
35,35,99,0.5860000000000127,-21.03784,-11.26313,-27.869003165753238,-14.227382408133334,-33.74569,21.01825
36,36,99,0.6020000000000891,-21.0337,-11.21111,-27.894460658796177,-14.181062675566654,-33.71939,21.07127
37,37,99,0.6190000000001419,-21.03803,-11.22662,-27.89086925266714,-14.195012853661371,-33.71553,21.03084
38,38,99,0.6359999999999673,-21.0166,-11.17531,-27.89357155610219,-14.148542290210035,-33.71601,21.03142
39,39,99,0.6520000000000437,-21.03734,-11.18217,-27.916300523831275,-14.155562152320751,-33.72421,21.01109
40,40,99,0.6690000000000964,-21.03532,-11.23454,-27.882678450447823,-14.201914209487256,-33.71973,21.03889
41,41,99,0.6860000000001492,-21.02954,-11.20883,-27.890437067365777,-14.178852920617352,-33.71461,21.06339
42,42,99,0.7029999999999745,-21.00468,-11.27324,-27.820181020939277,-14.234851390952493,-33.77946,21.06321
43,43,99,0.7190000000000509,-20.98341,-11.18974,-27.842152421781368,-14.159841020611953,-33.75658,21.06447
44,44,99,0.7360000000001037,8.773852,-17.27331,14.200041764810326,-18.21166982286462,-33.74937,21.08143
45,45,99,0.7520000000001801,8.833597,-17.33777,14.315390888382833,-18.266137907678022,-33.77626,21.08169
46,46,99,0.7699999999999818,9.080587,-17.41792,14.681909241550851,-18.32606800505175,-33.73812,21.14316
47,47,99,0.7860000000000582,9.078802,-17.40589,14.672479450842694,-18.315480026563407,-33.75276,21.10041
48,48,99,0.8020000000001346,9.004672,-17.53024,14.650358511431907,-18.42910349424763,-33.82705,21.06436
49,49,99,0.81899999999996,8.977464,-17.57261,14.640302827975344,-18.467906627280577,-33.84043,21.08009
50,50,99,0.8360000000000127,8.946012,-17.54682,14.584401579382227,-18.44645506385505,-33.80569,21.18854
51,51,99,0.8520000000000891,9.000042,-17.48417,14.617095674337623,-18.388456277289524,-33.78165,21.26005
52,52,99,0.8700000000001182,8.967471,-17.46542,14.563917910569739,-18.373298503108526,-33.82509,21.24822
53,53,99,0.8849999999999909,8.978987,-17.5235,14.613188023907295,-18.424285700189188,-33.82399,21.26043
