,frame,PathIDX,seconds,gaze_vis_x,gaze_vis_y,gaze_x_recal,gaze_y_recal,target_vis_x,target_vis_y
0,0,99,0.0,-2.515465,-12.84113,-2.7515548107542442,-12.30169515795009,22.98547,1.081234
1,1,99,0.015999999999849024,-2.623963,-12.79807,-2.8616241658734305,-12.25802842647765,23.37513,1.52974
2,2,99,0.032999999999901775,-1.855463,-12.62361,-2.0822522623772244,-12.106787774812567,23.91152,2.188947
3,3,99,0.05099999999993088,-1.950373,-12.46908,-2.178599741733933,-11.956339024234437,24.42756,2.553618
4,4,99,0.06600000000003092,-2.261,-7.124143,-2.4965367275204886,-6.815738041836312,24.98766,3.072764
5,5,99,0.0829999999998563,-2.34023,-7.154105,-2.576881140043417,-6.84283357588548,25.50529,3.922637
6,10,99,0.16599999999993997,-3.483246,-25.92039,-3.726103594311651,-24.84421130083763,28.03887,8.327559
7,11,99,0.18299999999999272,-3.501194,-26.0979,-3.7442121288771655,-25.014334375995904,28.55291,9.597123
8,12,99,0.20000000000004547,-3.300601,-30.11327,-3.538595045333283,-28.875501069085256,29.10898,10.97112
9,13,99,0.21699999999987085,-3.338301,-30.23055,-3.576769850460418,-28.987351301700983,29.67169,12.58329
10,14,99,0.23299999999994725,-2.975246,-29.9921,-3.2086627468368776,-28.766028389492476,30.29826,14.33232
11,15,99,0.25,-2.951735,-29.87676,-3.184878361991124,-28.655740011052046,30.67132,15.42103
12,16,99,0.26700000000005275,-2.076759,-30.56746,-2.2970453533052084,-29.337778879305727,31.15631,16.88316
13,17,99,0.2849999999998545,-2.169255,-30.82492,-2.390722579766305,-29.5831122232888,31.61373,18.41144
14,18,99,0.2999999999999545,-1.174077,-28.7509,-1.382460862824431,-27.61209582420687,32.20708,19.89697
15,19,99,0.3170000000000073,-1.139482,-28.49965,-1.3475074901361115,-27.371496731100304,32.82627,20.79477
16,20,99,0.3329999999998563,-1.091707,-28.27516,-1.299171643214233,-27.156881690256622,33.33195,21.83279
17,21,99,0.35199999999986176,-1.111506,-28.1261,-1.3193334087271265,-27.013283530953498,33.73866,22.65007
18,22,99,0.36799999999993815,-0.9356023,-28.07914,-1.1409449976336599,-26.971915599090245,34.2686,23.4104
19,23,99,0.3849999999999909,-0.9344493,-28.00884,-1.139813393441663,-26.904414500268256,34.67355,24.11026
20,24,99,0.40200000000004366,-0.9629122,-27.75146,-1.1688210026320518,-26.656587048409644,35.14962,24.44887
21,25,99,0.41899999999986903,-0.9992951,-27.45492,-1.2058827063254136,-26.37097671112517,35.46898,24.6311
22,26,99,0.43499999999994543,-0.9225492,-27.34024,-1.1281034502407459,-26.262453780004584,35.89236,24.6203
23,27,99,0.45100000000002183,-0.9186047,-27.23814,-1.1241576342482547,-26.164467003047335,36.00391,24.65295
24,28,99,0.4679999999998472,-0.9099157,-27.12694,-1.1154045176093792,-26.05784020137301,36.23034,24.27179
25,29,99,0.48900000000003274,0.02199958,-27.702,-0.169882012993507,-26.63001304030083,36.50909,24.46026
26,30,99,0.5009999999999764,0.1527058,-27.85908,-0.03722615971682158,-26.783671994505337,36.74859,24.24252
27,31,99,0.5180000000000291,0.2519419,-27.89965,0.06344779554613633,-26.824750134673344,36.88261,24.02985
28,32,99,0.5349999999998545,3.314682,-5.580966,3.157874608916018,-5.451972334421096,36.9757,23.76958
29,33,99,0.5519999999999072,3.24403,-5.690103,3.0862732232647345,-5.555300544722802,37.09269,23.28359
30,34,99,0.5679999999999836,-2.837462,-16.30587,-3.076281082035009,-15.622854985208972,37.3752,22.94949
31,35,99,0.5850000000000364,-2.91191,-16.406,-3.1517374825073206,-15.71745097438567,37.69882,22.47396
32,36,99,0.6019999999998618,-2.651965,-16.07028,-2.888264037494162,-15.400505252746797,37.92553,21.91755
33,37,99,0.6179999999999382,-2.719144,-15.85981,-2.9565149364843024,-15.196913593567768,38.14917,21.23507
34,38,99,0.6349999999999909,-2.582702,-18.10555,-2.8169169656699866,-17.356925346168435,38.23031,20.35997
35,39,99,0.6520000000000437,-2.607955,-18.12874,-2.8425178190705602,-17.378663405088243,38.43543,19.71137
36,40,99,0.668999999999869,-2.56187,-18.75499,-2.7954380655204316,-17.98117792964738,38.59254,18.52875
37,41,99,0.6859999999999218,-2.487941,-18.76052,-2.7204511854899,-17.988061029908636,38.69116,16.94144
38,42,99,0.7019999999999982,-2.48661,-20.11501,-2.7183719628462506,-19.28912427663432,38.69236,15.45298
39,43,99,0.7190000000000509,-2.36594,-20.57465,-2.595732645459817,-19.733189361803735,38.50198,14.44992
40,44,99,0.7349999999999,0.2910355,-17.51726,0.09750955545511636,-16.852932812507156,38.46401,13.58156
41,45,99,0.7529999999999291,0.3204831,-17.75871,0.1275073390669237,-17.085479872487007,38.35733,12.73375
42,46,99,0.7690000000000055,-22.91599,-28.53919,-23.434726107764828,-26.946622140593703,38.30127,12.15887
43,47,99,0.7860000000000582,-23.02984,-28.78302,-23.55006937542835,-27.178409519646202,38.36676,11.40703
44,48,99,0.8029999999998836,11.93606,-3.955687,11.901397186845895,-4.074080282441593,38.3881,10.88261
45,49,99,0.8199999999999363,12.01743,-4.027933,11.983967162065658,-4.145204587622785,38.28913,10.5434
46,50,99,0.8360000000000127,11.36394,-5.845392,11.322130909565045,-5.8770476762348505,38.25539,10.14749
47,51,99,0.8529999999998381,11.30674,-5.866771,11.264126225142368,-5.896367181033754,38.30083,9.840096
48,52,99,0.8689999999999145,10.5768,-6.950894,10.524354283876807,-6.922190501270448,38.23526,9.560677
49,53,99,0.8859999999999673,10.60777,-6.927241,10.555753464645033,-6.900129228059928,38.11518,9.04239
50,54,99,0.9020000000000437,9.956432,-7.687018,9.895530484406656,-7.6160775515810455,38.06949,8.700786
51,55,99,0.918999999999869,10.11294,-7.6968,10.05427698442489,-7.628800042014694,37.79437,8.487418
52,56,99,0.9359999999999218,9.310205,-8.214887,9.240366579064622,-8.109378773677282,37.48302,8.070779
53,57,99,0.9519999999999982,9.407722,-8.207518,9.339271094857382,-8.104373290826484,37.27633,7.374992
54,58,99,0.9690000000000509,8.262158,-8.900005,8.177733710128976,-8.745182570951314,36.96346,6.824484
55,59,99,0.9859999999998763,8.301478,-8.922885,8.217627090603973,-8.767995346742541,36.50868,6.372953
56,60,99,1.002999999999929,7.354379,-9.752869,7.257460655149556,-9.545093621191059,36.0967,5.911417
57,61,99,1.0199999999999818,7.30143,-9.798343,7.203780601082322,-9.587647569040604,35.63431,5.652653
58,62,99,1.0360000000000582,8.109433,-8.994079,8.022880104244685,-8.832297802859166,35.32671,5.294602
